id,campaign_id,channel_id,metric_date,impressions,clicks,conversions,spend,revenue
2010,6,4,2026-03-08,97419,7264,514,4982271,32219263
2011,6,1,2026-03-08,87061,1538,186,366862,1458453
2012,7,4,2026-03-08,66618,1755,263,6453553,35367783
2013,7,2,2026-03-08,22274,665,106,4631090,35395146
2014,7,5,2026-03-08,103231,3206,286,4416215,25819060
2015,7,6,2026-03-08,32334,2206,57,6071208,24761075
2016,8,6,2026-03-08,88586,3645,382,1810489,14062679
2017,8,5,2026-03-08,115191,3731,249,4368977,23773053
2018,8,2,2026-03-08,87578,3889,299,4334576,18519490
2019,9,1,2026-03-08,59997,5261,379,5856766,29571934
2020,9,3,2026-03-08,28094,1400,99,1252411,5742894
2021,10,6,2026-03-08,115116,8674,852,3756130,24878094
2022,10,2,2026-03-08,8796,323,32,6866836,34018545
2023,10,4,2026-03-08,78696,5735,354,2964375,14725160
2024,1,4,2026-03-09,12160,427,58,3150797,19905466
2025,1,6,2026-03-09,10980,418,35,5102525,39563610
2026,1,3,2026-03-09,75256,2292,275,5444766,33564305
2027,2,5,2026-03-09,7610,656,15,3480860,10587092
2028,2,6,2026-03-09,97370,3894,297,6725782,39126329
2029,3,1,2026-03-09,75185,2246,101,4793767,23360782
2030,3,5,2026-03-09,99086,3190,472,3436332,15425737
2031,3,2,2026-03-09,33261,1878,112,414428,1125772
2032,3,4,2026-03-09,7625,546,56,4506881,22027941
2033,4,1,2026-03-09,44513,748,90,6071949,24189748
2034,4,2,2026-03-09,40711,2900,435,3469692,22315864
2035,4,3,2026-03-09,22195,1695,271,1012332,2995654
2036,5,6,2026-03-09,102340,7907,923,1573789,4836788
2037,5,4,2026-03-09,82095,6111,312,5380909,41195261
2038,5,1,2026-03-09,107861,4236,431,496561,2141629
2039,5,5,2026-03-09,65149,1967,122,5803352,34571769
2040,6,3,2026-03-09,34131,2987,327,4354629,18317911
2041,6,4,2026-03-09,97127,5341,315,444389,3759052
2042,6,1,2026-03-09,100362,4468,355,4885057,33157189
2043,7,2,2026-03-09,57081,4157,380,4299741,25277831
2044,7,5,2026-03-09,89255,3418,146,5584100,46654622
2045,7,1,2026-03-09,17502,998,53,4408836,26719561
2046,8,2,2026-03-09,85804,6680,693,5053314,35694030
2047,8,4,2026-03-09,12724,923,55,2912673,20222883
2048,9,1,2026-03-09,95308,5470,465,346739,1424705
2049,9,3,2026-03-09,32423,2322,341,4876730,26816615
2050,10,2,2026-03-09,68307,3660,576,6449431,19274807
2051,10,3,2026-03-09,18768,880,28,1367722,9630568
2052,10,4,2026-03-09,26245,1417,55,1955639,10023838
2053,10,5,2026-03-09,19898,356,31,1732120,10837856
2054,1,4,2026-03-10,6213,231,20,2768126,18877672
2055,1,2,2026-03-10,93694,3310,236,3417473,20104523
2056,1,6,2026-03-10,26750,685,71,2015150,14744615
2057,1,5,2026-03-10,98647,4226,493,4260346,22483042
2058,2,6,2026-03-10,73731,5060,484,2964960,14818329
2059,2,2,2026-03-10,24706,1242,222,346996,1516734
2060,2,5,2026-03-10,29598,886,31,4146961,18604141
2061,3,5,2026-03-10,82916,2216,168,4990541,38926514
2062,3,4,2026-03-10,50214,3121,525,2603349,10947409
2063,4,5,2026-03-10,86854,6299,1067,5006951,28770450
2064,4,3,2026-03-10,91424,2760,316,1163827,8011725
2065,4,6,2026-03-10,41698,1183,130,1362870,9923474
2066,5,6,2026-03-10,106184,8389,979,6484631,50113354
2067,5,4,2026-03-10,92621,7705,412,322404,2321369
2068,5,3,2026-03-10,33369,729,108,1528861,5136972
2069,5,5,2026-03-10,67320,5425,389,737794,2450840
2070,6,4,2026-03-10,44656,2345,90,4998837,24291748
2071,6,6,2026-03-10,106439,4674,448,2915247,21957338
2072,6,3,2026-03-10,46546,2550,411,2094317,17240754
2073,7,3,2026-03-10,62887,3254,475,6049280,19487385
2074,7,2,2026-03-10,62070,3966,192,3367606,25702356
2075,7,4,2026-03-10,106023,6918,944,2093316,12982421
2076,7,6,2026-03-10,119857,10768,1833,3508285,16647637
2077,8,1,2026-03-10,73944,2189,249,3055251,9363277
2078,8,2,2026-03-10,53348,4464,448,409005,2511555
2079,8,4,2026-03-10,9394,596,73,3641132,10062284
2080,8,5,2026-03-10,96160,6521,416,780054,6495388
2081,9,6,2026-03-10,84632,5282,520,4271573,29899370
2082,9,4,2026-03-10,89875,6407,955,620391,2926510
2083,10,6,2026-03-10,15855,736,114,770164,3974252
2084,10,2,2026-03-10,98138,1930,68,4864103,20258351
2085,10,5,2026-03-10,116748,3451,408,439875,1977673
2086,10,1,2026-03-10,93079,7317,516,6250114,21970908
2087,1,6,2026-03-11,57844,2674,339,815760,2357325
2088,1,3,2026-03-11,113140,8157,355,2536704,7619782
2089,1,1,2026-03-11,63117,1157,135,6077374,33624864
2090,1,5,2026-03-11,27671,1733,268,327048,1428214
2091,2,3,2026-03-11,79471,6175,208,4183970,12673126
2092,2,1,2026-03-11,16870,483,16,2963393,17919314
2093,2,6,2026-03-11,7635,553,80,2124739,13444655
2094,2,2,2026-03-11,65338,1378,187,2369739,10300530
2095,3,6,2026-03-11,11990,520,34,2640114,8824730
2096,3,2,2026-03-11,46358,2134,327,2588407,20193228
2097,3,5,2026-03-11,28214,2495,153,3987618,16298474
2098,3,4,2026-03-11,69210,2881,225,6779113,43053844
2099,4,6,2026-03-11,114408,6737,302,5070696,19085982
2100,4,2,2026-03-11,97037,4613,569,6021179,43819903
2101,4,1,2026-03-11,32190,1308,228,4927250,36851622
2102,5,1,2026-03-11,38844,1218,75,1267191,7099030
2103,5,5,2026-03-11,87721,2542,107,5222609,23177655
2104,5,2,2026-03-11,78894,3419,390,583952,2589378
2105,6,6,2026-03-11,118944,9822,445,4288748,19334854
2106,6,3,2026-03-11,89919,7438,371,3303159,14327960
2107,7,5,2026-03-11,62541,4733,440,5131546,34211969
2108,7,2,2026-03-11,100807,4531,695,2418750,16544817
2109,7,1,2026-03-11,83766,3379,434,2818036,7723599
2110,8,5,2026-03-11,60179,2824,178,5144320,25230321
2111,8,1,2026-03-11,8742,238,11,2821470,22062686
2112,9,5,2026-03-11,91954,3676,638,1058318,4609653
2113,9,2,2026-03-11,105377,2698,203,3621837,12647644
2114,9,6,2026-03-11,5110,329,17,1743414,7510094
2115,9,1,2026-03-11,15534,448,70,3962037,12048559
2116,10,2,2026-03-11,115843,8476,176,1636555,7476227
2117,10,5,2026-03-11,66708,3751,311,2082511,16612186
2118,1,4,2026-03-12,55800,1374,195,1420099,6957492
2119,1,6,2026-03-12,47875,3942,595,6426805,49718424
2120,1,2,2026-03-12,83241,3707,116,4396235,28660199
2121,1,1,2026-03-12,81864,1393,225,1794514,12753725
2122,2,3,2026-03-12,85028,5096,426,948184,6043216
2123,2,6,2026-03-12,23098,1212,32,2832838,14482611
2124,2,1,2026-03-12,49510,2168,105,1564562,6586469
2125,3,6,2026-03-12,39212,3407,298,1671897,8174400
2126,3,4,2026-03-12,72809,5647,533,993238,4546766
2127,3,1,2026-03-12,101032,2283,360,402546,1394943
2128,4,5,2026-03-12,55330,3677,80,5784616,47778188
2129,4,6,2026-03-12,57652,2691,77,3865000,15660571
2130,5,1,2026-03-12,53866,3963,530,4788107,39887906
2131,5,5,2026-03-12,19637,1451,256,4760320,33596742
2132,5,4,2026-03-12,119073,7811,344,3127931,25615275
2133,5,3,2026-03-12,97741,5792,298,5454968,37452569
2134,6,4,2026-03-12,41924,754,119,4160862,19566972
2135,6,1,2026-03-12,83555,5554,335,3130834,20506892
2136,6,6,2026-03-12,105510,8064,861,1799280,7663921
2137,7,1,2026-03-12,44017,2759,318,3296783,22719535
2138,7,4,2026-03-12,74634,5254,314,1005036,5738666
2139,7,3,2026-03-12,21522,1495,181,3916333,30767887
2140,8,4,2026-03-12,113209,9370,1585,4691929,27749990
2141,8,5,2026-03-12,10326,214,17,1531031,9425211
2142,8,2,2026-03-12,99871,6275,1011,3503718,19536008
2143,9,1,2026-03-12,57525,959,165,2454681,16764400
2144,9,3,2026-03-12,102345,8312,1279,3935918,32632539
2145,9,5,2026-03-12,109024,3202,197,2843437,17610795
2146,9,2,2026-03-12,75668,5982,352,709625,3367467
2147,10,2,2026-03-12,102893,6859,340,4507416,29427286
2148,10,4,2026-03-12,84249,3782,185,2690019,11126124
2149,10,3,2026-03-12,58370,1782,258,5813100,19058839
2150,1,4,2026-03-13,17733,560,12,3023016,11567106
2151,1,5,2026-03-13,85135,3114,417,4164163,25099429
2152,1,3,2026-03-13,88200,5260,560,4289646,34657063
2153,2,3,2026-03-13,46896,1921,175,4175096,31839849
2154,2,6,2026-03-13,70401,2168,285,5945415,28777993
2155,3,1,2026-03-13,87756,4518,802,997026,3734168
2156,3,5,2026-03-13,74414,3176,211,2945247,15341777
2157,3,6,2026-03-13,66260,1140,136,1698668,10609185
2158,4,4,2026-03-13,77933,5517,983,3448113,27678201
2159,4,6,2026-03-13,22261,965,165,1335942,4117211
2160,4,1,2026-03-13,33613,1036,39,2727235,9740959
2161,4,2,2026-03-13,25855,1874,332,3664809,21257439
2162,5,2,2026-03-13,46864,3411,412,5872003,45851812
2163,5,4,2026-03-13,87984,6346,449,4793165,27297316
2164,5,3,2026-03-13,34504,2740,271,4191592,17678879
2165,6,2,2026-03-13,42802,652,99,6699961,35403457
2166,6,6,2026-03-13,27579,1827,65,5166716,33163214
2167,6,4,2026-03-13,59823,2738,333,5491507,21115699
2168,7,5,2026-03-13,79787,5577,955,3026467,18639632
2169,7,6,2026-03-13,26818,1547,147,1063081,8729039
2170,7,1,2026-03-13,7977,564,91,5787123,27986736
2171,7,3,2026-03-13,72021,5744,896,1653747,8676571
2172,8,2,2026-03-13,31186,1222,81,559122,2092258
2173,8,6,2026-03-13,65447,3235,418,4021632,33935656
2174,8,4,2026-03-13,109432,3093,290,5680279,17989124
2175,8,3,2026-03-13,84168,6551,1045,1636024,6493674
2176,9,1,2026-03-13,93719,4261,439,4244400,32567339
2177,9,6,2026-03-13,14222,1048,181,6306046,36096114
2178,9,5,2026-03-13,98820,7238,894,4780949,32455880
2179,9,3,2026-03-13,62477,3190,434,2757552,20323087
2180,10,1,2026-03-13,72051,4481,405,6905387,22403430
2181,10,3,2026-03-13,24134,1895,267,5163815,36257557
2182,10,4,2026-03-13,19651,1358,106,5807431,26359974
2183,10,5,2026-03-13,36859,2752,147,1114749,4994247
2184,1,1,2026-03-14,104218,3595,241,4030179,18071190
2185,1,4,2026-03-14,64031,4319,479,5286424,14349828
2186,1,5,2026-03-14,23352,609,40,2154063,16760814
2187,1,6,2026-03-14,78864,3328,221,6304873,21750643
2188,2,3,2026-03-14,43650,1160,172,1378381,4657765
2189,2,4,2026-03-14,43316,3440,210,2211915,5901451
2190,2,5,2026-03-14,32742,1923,84,401222,1627567
2191,2,6,2026-03-14,99521,5288,842,4635383,22875929
2192,3,2,2026-03-14,116753,6139,636,3470715,26698308
2193,3,3,2026-03-14,68602,4365,695,4343749,15430404
2194,3,6,2026-03-14,54790,880,150,3171982,12208803
2195,3,5,2026-03-14,32057,1020,65,6826457,46915309
2196,4,6,2026-03-14,51727,2710,301,5657271,44906354
2197,4,2,2026-03-14,115097,8168,1233,6907584,38991308
2198,5,6,2026-03-14,52652,3412,285,1129130,9272607
2199,5,2,2026-03-14,71508,1433,155,4785840,36274914
2200,6,1,2026-03-14,73543,2470,150,6502836,23384900
2201,6,6,2026-03-14,90302,7162,404,6317822,33082619
2202,6,4,2026-03-14,10273,908,56,2627642,8009460
2203,6,3,2026-03-14,29905,2093,349,1411901,7956550
2204,7,2,2026-03-14,36973,2178,246,4194589,12959691
2205,7,6,2026-03-14,107421,2022,296,912825,3357876
2206,8,4,2026-03-14,67394,2008,214,2103499,12809809
2207,8,1,2026-03-14,44316,2557,289,1235530,8426177
2208,9,6,2026-03-14,5064,171,14,2571158,14027288
2209,9,2,2026-03-14,28138,1115,108,2680315,22001671
2210,9,4,2026-03-14,44274,1541,162,3161708,13126558
2211,10,5,2026-03-14,104170,8951,877,2977706,23405374
2212,10,3,2026-03-14,71787,3610,166,849952,6002893
2213,10,4,2026-03-14,93208,3527,592,4017817,18299510
2214,10,1,2026-03-14,95041,5264,259,6832979,21539396
2215,1,2,2026-03-15,70769,2682,382,4258379,13275508
2216,1,3,2026-03-15,44329,3748,201,5936198,20346828
2217,2,2,2026-03-15,107997,3011,136,5858214,20168635
2218,2,4,2026-03-15,72694,6439,802,6916503,34592578
2219,3,3,2026-03-15,117228,9094,721,2868863,12916576
2220,3,2,2026-03-15,51390,3966,279,2883832,14568506
2221,3,6,2026-03-15,56582,4085,85,3689678,10448594
2222,3,5,2026-03-15,58580,2432,362,4132668,29351413
2223,4,6,2026-03-15,32342,2091,127,3432936,9070070
2224,4,2,2026-03-15,61033,4535,327,4997387,34652389
2225,5,5,2026-03-15,62685,4966,184,2339587,8100837
2226,5,6,2026-03-15,99745,5084,688,4241569,34832919
2227,6,6,2026-03-15,95151,8276,1101,2395861,10016749
2228,6,4,2026-03-15,84522,4983,146,770723,4884666
2229,7,5,2026-03-15,42255,985,40,6589998,19400509
2230,7,3,2026-03-15,106612,7455,1132,1561810,9431536
2231,7,4,2026-03-15,80246,2407,82,2357110,10529334
2232,8,6,2026-03-15,7864,200,28,6892612,46149538
2233,8,3,2026-03-15,101869,3926,614,6781902,35096629
2234,8,5,2026-03-15,33155,955,90,4165501,19466314
2235,8,4,2026-03-15,31081,2045,271,2442096,14949782
2236,9,2,2026-03-15,89179,4085,340,4379862,31922983
2237,9,1,2026-03-15,114009,6228,1034,4597162,21794437
2238,10,4,2026-03-15,69488,2515,184,862955,5960087
2239,10,1,2026-03-15,79095,1733,189,1242333,7069588
2240,10,3,2026-03-15,109672,5868,916,5114433,41094373
2241,10,6,2026-03-15,84958,5417,273,913069,6485247
2242,1,3,2026-03-16,101853,2690,196,1823990,11649895
2243,1,4,2026-03-16,49539,2430,352,6503028,48260604
2244,1,5,2026-03-16,61675,5039,424,2764688,7017120
2245,2,1,2026-03-16,47255,2222,136,2169736,13031996
2246,2,6,2026-03-16,105634,4172,388,5881795,21774342
2247,2,2,2026-03-16,112678,6544,502,6297053,48509087
2248,3,2,2026-03-16,32019,1221,44,4774668,29180521
2249,3,6,2026-03-16,115716,2078,83,3223594,26523613
2250,4,3,2026-03-16,31437,1185,104,2573966,10032992
2251,4,2,2026-03-16,33473,2441,59,3987975,12915697
2252,4,5,2026-03-16,54166,915,145,6506838,24410442
2253,5,4,2026-03-16,57321,1713,245,5251100,38789857
2254,5,6,2026-03-16,17170,1505,152,5151161,35270566
2255,6,2,2026-03-16,20775,1777,246,3306396,23138475
2256,6,6,2026-03-16,46534,2146,115,1061609,7748415
2257,7,4,2026-03-16,64893,1051,84,3823332,18741400
2258,7,3,2026-03-16,117393,2641,205,2900315,21808071
2259,7,1,2026-03-16,61904,5320,661,2224001,18900092
2260,8,6,2026-03-16,119811,6032,1038,2604485,17913060
2261,8,4,2026-03-16,47371,871,135,1787789,10525563
2262,9,5,2026-03-16,23378,1569,222,813227,4942165
2263,9,2,2026-03-16,32502,2599,326,3418079,21210308
2264,10,4,2026-03-16,27890,2376,414,6524067,47994334
2265,10,2,2026-03-16,92643,2651,425,1217643,8790579
2266,1,4,2026-03-17,45116,2042,162,2524502,15731387
2267,1,2,2026-03-17,8732,643,46,4246859,11489183
2268,2,4,2026-03-17,75710,3276,379,4705735,16556852
2269,2,1,2026-03-17,18122,292,47,1072791,5384656
2270,3,1,2026-03-17,65874,5846,917,4802394,24696287
2271,3,4,2026-03-17,117317,7067,861,2912471,15603449
2272,4,2,2026-03-17,85427,5564,197,4433920,31003358
2273,4,3,2026-03-17,116669,6748,270,4617902,15141387
2274,4,5,2026-03-17,23690,756,25,1095149,7450964
2275,5,5,2026-03-17,34651,1171,160,2825878,12636632
2276,5,1,2026-03-17,65574,4270,440,5141628,43322625
2277,5,2,2026-03-17,39960,2876,118,3840168,18235514
2278,6,5,2026-03-17,103033,8546,697,702807,5106011
2279,6,1,2026-03-17,28877,464,56,6967032,27359367
2280,7,3,2026-03-17,68418,5427,271,5141916,25369910
2281,7,1,2026-03-17,33159,1624,100,3989838,12795070
2282,7,4,2026-03-17,41609,2669,273,3129899,14158184
2283,8,3,2026-03-17,110773,8905,1278,4127856,26746395
2284,8,6,2026-03-17,92557,7332,1042,2505057,7211324
2285,9,4,2026-03-17,17397,557,51,1232284,3970008
2286,9,1,2026-03-17,98414,3658,584,2875557,14997148
2287,9,2,2026-03-17,77521,6885,229,4533929,16302531
2288,10,2,2026-03-17,31041,2173,166,5341019,38346519
2289,10,6,2026-03-17,78778,6262,651,4772438,22315618
2290,10,5,2026-03-17,35202,2359,423,1698829,8064057
2291,10,1,2026-03-17,18125,1196,145,5485705,21161353
2292,1,2,2026-03-18,41493,774,135,3662765,15672893
2293,1,5,2026-03-18,73386,6450,1051,4225903,18727206
2294,1,4,2026-03-18,99574,8499,170,2408302,16256150
2295,1,1,2026-03-18,92571,3551,595,5443200,33007072
2296,2,1,2026-03-18,23389,603,91,6713870,55943792
2297,2,4,2026-03-18,36780,1630,74,3814904,18487017
2298,3,2,2026-03-18,14244,455,78,1478098,11611688
2299,3,3,2026-03-18,21183,1471,167,5939806,20261136
2300,4,2,2026-03-18,6411,402,41,4697651,14636345
2301,4,3,2026-03-18,87384,5232,299,3976491,17070810
2302,4,5,2026-03-18,21366,1187,139,1589132,4644105
2303,5,3,2026-03-18,114835,9397,357,4213501,21301200
2304,5,6,2026-03-18,27079,2185,285,6964376,37773554
2305,5,1,2026-03-18,43155,1374,50,6438441,39402591
2306,5,2,2026-03-18,83518,6671,390,5877674,32134365
2307,6,4,2026-03-18,18787,1500,97,6373791,43945095
2308,6,6,2026-03-18,37986,2393,173,5895021,44317456
2309,6,1,2026-03-18,51748,1098,39,4373078,17301931
2310,6,3,2026-03-18,69877,2208,197,2529307,7901030
2311,7,4,2026-03-18,73022,5862,743,653170,3990851
2312,7,5,2026-03-18,82377,6414,787,1126921,6709409
2313,7,6,2026-03-18,20397,1784,103,5166416,33765919
2314,7,3,2026-03-18,84142,3924,325,6543722,17924494
2315,8,4,2026-03-18,111582,8412,1170,3922178,25550676
2316,8,6,2026-03-18,8360,260,12,5589195,45695573
2317,8,1,2026-03-18,17950,662,56,538023,3698555
2318,8,2,2026-03-18,116336,9518,736,6029517,27520514
2319,9,3,2026-03-18,107722,2002,186,5625149,22945220
2320,9,4,2026-03-18,109024,2948,322,4890898,31251475
2321,10,4,2026-03-18,117282,2540,193,4815040,33412313
2322,10,3,2026-03-18,114607,10021,707,2865531,8905465
2323,10,2,2026-03-18,99626,2170,184,5516034,30245275
2324,10,6,2026-03-18,29404,2109,110,6234068,33742789
2325,1,4,2026-03-19,27091,1062,40,5180885,22605058
2326,1,3,2026-03-19,71338,4816,528,6648251,38955610
2327,1,2,2026-03-19,28318,1270,166,1966142,6016752
2328,2,5,2026-03-19,98832,4003,306,1415955,11366649
2329,2,4,2026-03-19,18582,1456,200,6998196,29836623
2330,2,3,2026-03-19,79725,7000,502,2185967,11269132
2331,2,1,2026-03-19,10344,345,15,2596702,6902436
2332,3,6,2026-03-19,37158,2996,271,2111671,7121104
2333,3,2,2026-03-19,43901,1460,34,5435677,29350697
2334,4,4,2026-03-19,59044,1709,175,3652228,22875842
2335,4,5,2026-03-19,55738,3957,526,3353192,24547231
2336,4,2,2026-03-19,39544,1872,146,2268855,10030445
2337,5,1,2026-03-19,117714,9070,1200,6973616,39956396
2338,5,2,2026-03-19,21877,486,81,4556831,30759172
2339,5,3,2026-03-19,75170,2894,431,5367487,20755785
2340,6,6,2026-03-19,65986,2321,357,4160763,25850136
2341,6,5,2026-03-19,70160,4162,126,1737314,4573811
2342,6,2,2026-03-19,63781,3630,106,3215906,17236480
2343,7,2,2026-03-19,99223,3542,213,6404897,17072008
2344,7,1,2026-03-19,83346,4318,572,1418677,11941344
2345,7,3,2026-03-19,33207,2146,149,6148587,40260982
2346,7,5,2026-03-19,48323,1567,231,4561034,37298342
2347,8,5,2026-03-19,46216,3683,645,744352,5041259
2348,8,6,2026-03-19,51969,3069,441,895703,5538223
2349,9,4,2026-03-19,83843,6123,1091,1820335,4872900
2350,9,2,2026-03-19,69877,4866,355,1089883,8911845
2351,9,5,2026-03-19,80235,5421,702,3718980,17805525
2352,9,1,2026-03-19,67181,1705,127,1104159,4822052
2353,10,6,2026-03-19,38031,1995,98,3667420,13582817
2354,10,4,2026-03-19,51032,4537,550,3149779,16411498
2355,1,5,2026-03-20,7673,621,18,4973531,14198820
2356,1,3,2026-03-20,53909,1194,24,4738588,12204095
2357,2,4,2026-03-20,109862,9106,1002,882079,7263276
2358,2,3,2026-03-20,29704,1863,185,4789700,18249921
2359,2,1,2026-03-20,50252,1119,144,1597475,9741897
2360,3,2,2026-03-20,24510,1864,170,5518407,15079851
2361,3,4,2026-03-20,75462,6159,905,1309007,9612338
2362,3,6,2026-03-20,45850,3903,145,6029688,21601360
2363,3,3,2026-03-20,72959,2010,72,1920340,11754439
2364,4,3,2026-03-20,20254,1319,40,2365461,11103854
2365,4,4,2026-03-20,36385,3166,311,6961007,34287888
2366,4,5,2026-03-20,51965,1007,178,4330083,31892984
2367,4,2,2026-03-20,91462,6226,960,1128629,8562507
2368,5,6,2026-03-20,74119,4241,561,4676108,22749777
2369,5,3,2026-03-20,76615,4845,315,1436452,7451490
2370,6,3,2026-03-20,57984,2762,91,499935,2723364
2371,6,4,2026-03-20,47141,2691,316,2866054,15722277
2372,7,6,2026-03-20,29651,2550,176,5228054,36528979
2373,7,1,2026-03-20,79878,4449,545,6501337,18124012
2374,7,5,2026-03-20,8665,160,10,1879063,8663595
2375,8,1,2026-03-20,53604,3542,96,2099299,6490831
2376,8,4,2026-03-20,29340,2403,321,912062,6187617
2377,8,2,2026-03-20,69916,2132,261,430801,1193923
2378,8,3,2026-03-20,55002,1674,218,2736401,6918805
2379,9,6,2026-03-20,28207,2511,382,3418748,27368794
2380,9,3,2026-03-20,57685,1058,45,2365050,14735639
2381,10,4,2026-03-20,31853,2724,339,2586859,12818456
2382,10,5,2026-03-20,6340,292,25,2632760,19892622
2383,10,3,2026-03-20,29837,2275,223,5334252,13669438
2384,1,4,2026-03-21,91895,6130,191,1259492,4019883
2385,1,1,2026-03-21,108702,5613,276,3046250,10674670
2386,1,6,2026-03-21,102005,3492,450,6130243,29972150
2387,1,5,2026-03-21,75288,2746,430,2493614,7857258
2388,2,4,2026-03-21,16338,924,92,1366318,7664160
2389,2,2,2026-03-21,9678,485,18,2218013,6051155
2390,3,2,2026-03-21,36686,1749,138,6493697,21796433
2391,3,1,2026-03-21,83250,6050,762,4524664,32128467
2392,3,5,2026-03-21,29768,2162,294,667067,3944239
2393,4,3,2026-03-21,28006,1155,60,5703397,16189485
2394,4,6,2026-03-21,54811,1451,96,833929,3211805
2395,5,2,2026-03-21,119207,5726,887,5347090,30325163
2396,5,3,2026-03-21,77987,2112,227,2963832,8418109
2397,5,4,2026-03-21,94753,1884,193,446480,2773318
2398,5,1,2026-03-21,27271,1890,135,622374,2091748
2399,6,6,2026-03-21,5773,251,27,3550814,25254002
2400,6,2,2026-03-21,20681,1639,232,595238,3501090
2401,7,1,2026-03-21,79906,5062,330,5467794,26358063
2402,7,4,2026-03-21,103050,3382,333,2397506,10958706
2403,8,4,2026-03-21,75314,6097,340,2706385,17111279
2404,8,6,2026-03-21,27852,2429,199,2457641,19149016
2405,8,2,2026-03-21,53244,3753,334,2815388,9470691
2406,8,5,2026-03-21,65284,2988,480,2204093,18569342
2407,9,6,2026-03-21,32276,2764,241,3804136,20023028
2408,9,3,2026-03-21,64285,3104,254,3349764,15163738
2409,10,4,2026-03-21,33437,2288,253,6417868,41433472
2410,10,2,2026-03-21,86117,3638,342,6708700,48654644
2411,10,5,2026-03-21,54127,3426,185,1485574,7905325
2412,10,1,2026-03-21,76149,4867,331,6797628,52482212
2413,1,1,2026-03-22,49260,2777,125,3523662,28621761
2414,1,2,2026-03-22,61594,1756,159,6121439,22886344
2415,1,5,2026-03-22,79369,5160,328,6557664,43174223
2416,2,6,2026-03-22,80375,5918,305,3750148,16496691
2417,2,4,2026-03-22,37204,2980,121,4382609,19271592
2418,3,5,2026-03-22,16239,269,44,742521,3333215
2419,3,1,2026-03-22,16789,646,106,2002946,13943520
2420,3,6,2026-03-22,32919,1253,38,5528046,43978224
2421,3,4,2026-03-22,81473,6749,617,3140556,21109621
2422,4,3,2026-03-22,24925,679,26,5486583,27202913
2423,4,1,2026-03-22,78618,4435,421,2659166,17656283
2424,4,2,2026-03-22,37688,3324,419,1530158,12172573
2425,5,1,2026-03-22,54931,2771,266,6735220,17644422
2426,5,2,2026-03-22,95193,8480,661,3998843,24030436
2427,6,4,2026-03-22,69456,5972,661,3150253,26546841
2428,6,1,2026-03-22,53492,1078,44,2817459,18494474
2429,7,1,2026-03-22,88128,3441,460,6898288,20684076
2430,7,2,2026-03-22,84011,7457,739,5516558,43284492
2431,8,2,2026-03-22,30168,1614,285,496665,2700692
2432,8,3,2026-03-22,26873,507,29,2872250,11714989
2433,8,5,2026-03-22,61747,2489,158,6673371,42977579
2434,9,1,2026-03-22,119300,10542,1263,6462617,38400324
2435,9,3,2026-03-22,44676,1945,320,3487813,16847471
2436,9,6,2026-03-22,96132,6286,826,3115509,14645270
2437,9,4,2026-03-22,72185,5704,829,3715799,25058170
2438,10,3,2026-03-22,77401,2280,148,998822,7970743
2439,10,6,2026-03-22,93055,1987,251,2972727,22797471
2440,1,1,2026-03-23,110673,7985,470,1785683,8464726
2441,1,2,2026-03-23,25185,1458,84,1033055,7936075
2442,2,6,2026-03-23,101534,7668,1220,5479635,16013119
2443,2,1,2026-03-23,81382,5042,803,4165160,26182268
2444,3,6,2026-03-23,12361,838,43,6558439,52856896
2445,3,1,2026-03-23,29323,641,110,332221,1693601
2446,3,5,2026-03-23,94863,3081,86,966155,4658225
2447,4,5,2026-03-23,97830,8716,1018,1860825,9890773
2448,4,2,2026-03-23,100887,6629,1050,813939,4195935
2449,4,4,2026-03-23,71530,1106,53,1958599,7990240
2450,4,1,2026-03-23,76040,4422,222,1340273,9002893
2451,5,2,2026-03-23,116229,4545,812,1662507,8093097
2452,5,6,2026-03-23,114581,6808,791,4550125,28864035
2453,6,4,2026-03-23,113064,4619,270,358578,2305316
2454,6,3,2026-03-23,94591,3204,450,842351,2417309
2455,7,3,2026-03-23,15479,1014,166,4040748,10392778
2456,7,1,2026-03-23,102552,6726,477,6770855,54153300
2457,7,4,2026-03-23,52379,3528,412,852631,5043488
2458,8,3,2026-03-23,111294,5679,567,6703968,36432879
2459,8,4,2026-03-23,76554,6884,347,5226034,18412977
2460,8,6,2026-03-23,95553,3962,373,4172518,18551877
2461,8,5,2026-03-23,109366,8583,1506,4189158,32307180
2462,9,4,2026-03-23,101712,7251,631,505351,3911502
2463,9,2,2026-03-23,108319,4197,748,5603219,19030232
2464,9,5,2026-03-23,52934,849,124,5851346,46413893
2465,10,5,2026-03-23,33441,739,61,1557450,6425011
2466,10,2,2026-03-23,30920,514,42,2846128,21285249
2467,1,3,2026-03-24,84537,5856,522,1640672,8899091
2468,1,2,2026-03-24,92266,1797,312,861248,7077479
2469,1,5,2026-03-24,97539,4950,328,2272601,12755146
2470,1,4,2026-03-24,69779,5252,454,408780,3368813
2471,2,2,2026-03-24,86065,4060,160,1385721,7867874
2472,2,3,2026-03-24,49708,3447,514,1374861,6485776
2473,2,5,2026-03-24,67065,1323,121,3798054,15103566
2474,2,4,2026-03-24,47755,3181,526,2921750,18416458
2475,3,3,2026-03-24,80657,6011,791,1366467,11331896
2476,3,5,2026-03-24,107445,6710,1176,2220376,14984494
2477,3,6,2026-03-24,84873,2781,420,4398572,25862671
